क्रमाङ्क,पदाः
449,"['एतत्', 'श्रुत्वा', 'वचनम्', 'केशवस्य', 'कृताञ्जलिस्', 'वेपमानस्', 'किरीटी', '।', 'नमस्कृत्वा', 'भूयस्', 'एव', 'आह', 'कृष्णम्', 'सगद्गदम्', 'भीतभीतस्', 'प्रणम्य', '॥']"
450,"['स्थाने', 'हृषीकेश', 'तव', 'प्रकीर्त्या', 'जगत्', 'प्रहृष्यति', 'अनुरज्यते', 'च', '।', 'रक्षांसि', 'भीतानि', 'दिशस्', 'द्रवन्ति', 'सर्वे', 'नमस्यन्ति', 'च', 'सिद्धसङ्घास्', '॥']"
451,"['कस्मात्', 'च', 'ते', 'न', 'नमेरन्', 'महात्मन्', 'गरीयसे', 'ब्रह्मणस्', 'अपि', 'आदिकर्त्रे', '।', 'अनन्त', 'देवेश', 'जगत्', 'निवास', 'त्वम्', 'अक्षरम्', 'सत्', 'असत्', 'तत्', 'परम्', 'यत्', '॥']"
452,"['त्वम्', 'आदिदेवस्', 'पुरुषस्', 'पुराणस्', 'त्वम्', 'अस्य', 'विश्वस्य', 'परम्', 'निधानम्', '।', 'वेत्ता', 'असि', 'वेद्यम्', 'च', 'परम्', 'च', 'धाम', 'त्वया', 'ततम्', 'विश्वम्', 'अनन्तरूप', '॥']"
453,"['वायुस्', 'यमस्', 'अग्निस्', 'वरुणस्', 'शशाङ्कस्', 'प्रजापतिस्', 'त्वम्', 'प्रपितामहस्', 'च', '।', 'नमस्', 'नमस्', 'ते', 'अस्तु', 'सहस्रकृत्वस्', 'पुनर्', 'च', 'भूयस्', 'अपि', 'नमस्', 'नमस्', 'ते', '॥']"
454,"['नमस्', 'पुरस्तात्', 'अथ', 'पृष्ठतस्', 'ते', 'नमस्', 'अस्तु', 'ते', 'सर्वतस्', 'एव', 'सर्व', '।', 'अनन्तवीर्यामितविक्रमस्', 'त्वम्', 'सर्वम्', 'समाप्नोषि', 'ततस्', 'असि', 'सर्वस्', '॥']"
455,"['सखा', 'इति', 'मत्वा', 'प्रसभम्', 'यत्', 'उक्तम्', 'हे', 'कृष्ण', 'हे', 'यादव', 'हे', 'सखा', 'इति', '।', 'अजानता', 'महिमानम्', 'तव', 'इदम्', 'मया', 'प्रमादात्', 'प्रणयेन', 'वा', 'अपि', '॥']"
456,"['यत्', 'च', 'अवहासार्थम्', 'असत्', 'कृतस्', 'असि', 'विहारशय्यासनभोजनेषु', '।', 'एकस्', 'अथवा', 'अपि', 'अच्युत', 'तत्', 'समक्षम्', 'तत्', 'क्षामये', 'त्वाम्', 'अहम्', 'अप्रमेयम्', '॥']"
457,"['पिता', 'असि', 'लोकस्य', 'चराचरस्य', 'त्वम्', 'अस्य', 'पूज्यस्', 'च', 'गुरुस्', 'गरीयान्', '।', 'न', 'त्वत्', 'समस्', 'अस्ति', 'अभ्यधिकस्', 'कुतस्', 'अन्यस्', 'लोकत्रये', 'अपि', 'अप्रतिमप्रभाव', '॥']"
458,"['तस्मात्', 'प्रणम्य', 'प्रणिधाय', 'कायम्', 'प्रसादये', 'त्वाम्', 'अहम्', 'ईशम्', 'ईड्यम्', '।', 'पिता', 'इव', 'पुत्रस्य', 'सखा', 'इव', 'सख्युस्', 'प्रियस्', 'प्रियायास्', 'अर्हसि', 'देव', 'सोढुम्', '॥']"
459,"['अदृष्टपूर्वम्', 'हृषितस्', 'अस्मि', 'दृष्ट्वा', 'भयेन', 'च', 'प्रव्यथितम्', 'मनस्', 'मे', '।', 'तत्', 'एव', 'मे', 'दर्शय', 'देव', 'रूपम्', 'प्रसीद', 'देवेश', 'जगन्निवास', '॥']"
460,"['किरीटिनम्', 'गदिनम्', 'चक्रहस्तम्', 'इच्छामि', 'त्वाम्', 'द्रष्टुम्', 'अहम्', 'तथा', 'एव', '।', 'तेन', 'एव', 'रूपेण', 'चतुर्भुजेन', 'सहस्रबाहो', 'भव', 'विश्वमूर्ते', '॥']"
461,"['मया', 'प्रसन्नेन', 'तव', 'अर्जुन', 'इदम्', 'रूपम्', 'परम्', 'दर्शितम्', 'आत्मयोगात्', '।', 'तेजोमयम्', 'विश्वम्', 'अनन्तम्', 'आद्यम्', 'यत्', 'मे', 'त्वत्', 'अन्येन', 'न', 'दृष्टपूर्वम्', '॥']"
462,"['न', 'वेदयज्ञाध्ययनैस्', 'न', 'दानैस्', 'न', 'च', 'क्रियाभिस्', 'न', 'तपोभिस्', 'उग्रैस्', '।', 'एवम्', 'रूपस्', 'शक्यस्', 'अहम्', 'नृलोके', 'द्रष्टुम्', 'त्वत्', 'अन्येन', 'कुरुप्रवीर', '॥']"
463,"['मा', 'ते', 'व्यथा', 'मा', 'च', 'विमूढभावस्', 'दृष्ट्वा', 'रूपम्', 'घोरम्', 'ईदृक्', 'मम', 'इदम्', '।', 'व्यपेतभीस्', 'प्रीतमनास्', 'पुनर्', 'त्वम्', 'तत्', 'एव', 'मे', 'रूपम्', 'इदम्', 'प्रपश्य', '॥']"
464,"['इति', 'अर्जुनम्', 'वासुदेवस्', 'तथा', 'उक्त्वा', 'स्वकम्', 'रूपम्', 'दर्शयामास', 'भूयस्', '।', 'आश्वासयामास', 'च', 'भीतम्', 'एनम्', 'भूत्वा', 'पुनर्', 'सौम्यवपुस्', 'महात्मा', '॥']"
465,"['दृष्ट्वा', 'इदम्', 'मानुषम्', 'रूपम्', 'तव', 'सौम्यम्', 'जनार्दन', '।', 'इदानीम्', 'अस्मि', 'संवृत्तस्', 'सचेतास्', 'प्रकृतिम्', 'गतस्', '॥']"
466,"['सुदुर्दर्शम्', 'इदम्', 'रूपम्', 'दृष्टवान्', 'असि', 'यत्', 'मम', '।', 'देवास्', 'अपि', 'अस्य', 'रूपस्य', 'नित्यम्', 'दर्शनकाङ्क्षिणस्', '॥']"
467,"['न', 'अहम्', 'वेदैस्', 'न', 'तपसा', 'न', 'दानेन', 'न', 'च', 'इज्यया', '।', 'शक्यस्', 'एवम्', 'विधस्', 'द्रष्टुम्', 'दृष्टवान्', 'असि', 'माम्', 'यथा', '॥']"
468,"['भक्त्या', 'तु', 'अनन्यया', 'शक्यस्', 'अहम्', 'एवम्', 'विधस्', 'अर्जुन', '।', 'ज्ञातुम्', 'द्रष्टुम्', 'च', 'तत्त्वेन', 'प्रवेष्टुम्', 'च', 'परन्तप', '॥']"
469,"['मत्कर्मकृत्', 'मत्परमस्', 'मद्भक्तस्', 'सङ्गवर्जितस्', '।', 'निर्वैरस्', 'सर्वभूतेषु', 'यस्', 'सस्', 'माम्', 'एति', 'पाण्डव', '॥']"
470,"['एवम्', 'सततयुक्तास्', 'ये', 'भक्तास्', 'त्वाम्', 'पर्युपासते', '।', 'ये', 'च', 'अपि', 'अक्षरम्', 'अव्यक्तम्', 'तेषाम्', 'के', 'योगवित्तमास्', '॥']"
471,"['मयि', 'आवेश्य', 'मनस्', 'ये', 'माम्', 'नित्ययुक्तास्', 'उपासते', '।', 'श्रद्धया', 'परया', 'उपेतास्', 'ते', 'मे', 'युक्ततमास्', 'मतास्', '॥']"
472,"['ये', 'तु', 'अक्षरम्', 'अनिर्देश्यम्', 'अव्यक्तम्', 'पर्युपासते', '।', 'सर्वत्रगम्', 'अचिन्त्यम्', 'च', 'कूटस्थम्', 'अचलम्', 'ध्रुवम्', '॥']"
473,"['सन्नियम्य', 'इन्द्रियग्रामम्', 'सर्वत्र', 'समबुद्धयस्', '।', 'ते', 'प्राप्नुवन्ति', 'माम्', 'एव', 'सर्वभूतहिते', 'रतास्', '॥']"
474,"['क्लेशस्', 'अधिकतरस्', 'तेषाम्', 'अव्यक्तासक्तचेतसाम्', '।', 'अव्यक्ता', 'हि', 'गतिस्', 'दुःखम्', 'देहवद्भिस्', 'अवाप्यते', '॥']"
475,"['ये', 'तु', 'सर्वाणि', 'कर्माणि', 'मयि', 'संन्यस्य', 'मत्परास्', '।', 'अनन्येन', 'एव', 'योगेन', 'माम्', 'ध्यायन्तस्', 'उपासते', '॥']"
476,"['तेषाम्', 'अहम्', 'समुद्धर्ता', 'मृत्युसंसारसागरात्', '।', 'भवामि', 'न', 'चिरात्', 'पार्थ', 'मयि', 'आवेशितचेतसाम्', '॥']"
